nombre_cliente,Folio,capital,porcentaje,tipo_contrato,completado,fecha,nombre_ejecutivo
Goddart Perham,69-477-0580,6000,40,renovacion,1,3/31/2022,Miguel
Tawsha Spadaro,74-590-2018,3000,13,nuevo,1,6/15/2019,
Sylas Gelder,53-831-1486,1000,60,nuevo,1,8/2/2019,Grisel
Shurwood Perett,60-978-1606,5500,60,reestructutacion,1,4/5/2022,Anthony
Hildegarde Battrum,87-737-1809,1500,40,renovacion,1,5/29/2021,Aketzali
Marquita Drohan,64-513-2472,5500,60,reestructutacion,1,9/15/2020,Anthony
Bobinette Hug,48-480-4077,1000,27,nuevo,1,10/28/2021,Luis
Tani Ackeroyd,79-871-1957,1000,13,renovacion,,3/16/2020,Fanny
Katrinka Weepers,22-099-4191,2500,40,renovacion,1,12/24/2020,Anthony
Carrissa MacCostigan,35-199-4523,3500,13,reestructutacion,1,11/16/2019,Luis
Isahella Dodsley,30-288-4105,3000,60,nuevo,1,10/28/2019,Fanny
Katya Digman,25-374-6475,4000,40,reestructutacion,1,12/31/2019,Ángel
Peg Bausmann,23-244-7314,1500,27,reestructutacion,1,7/22/2021,Monserrat
Aldo Gorse,54-436-3347,1000,60,nuevo,1,10/27/2020,Perla
Patrizio Streather,81-787-0881,1500,13,reestructutacion,,11/17/2021,Ángel
Auroora Gonzales,60-446-9713,4000,27,nuevo,,6/11/2019,Anthony
Sherwood Labitt,88-942-6116,1500,27,nuevo,,12/20/2019,Grisel
Erl Chanson,14-754-3977,4000,13,renovacion,1,10/26/2020,Rosa
Regine Treves,65-639-5890,5500,40,reestructutacion,1,3/28/2021,Aketzali
Anthiathia Dorricott,78-416-3597,2000,60,nuevo,1,3/28/2021,Miguel
Ben Athy,59-969-8871,6000,13,nuevo,1,12/24/2019,Ismael
Filmore Tatlow,17-475-5679,5000,27,reestructutacion,1,10/30/2019,Cristobal
Lurette Milier,68-853-1300,5000,27,renovacion,,9/7/2021,Sandra
Sandi Sneezem,51-852-4178,1500,13,reestructutacion,1,4/13/2020,Daniel
Free Ellsom,20-655-0779,6000,40,nuevo,1,10/28/2019,Horacio
Janeen Marston,15-823-1929,2000,13,reestructutacion,1,5/9/2021,Jorge
Linea Spieck,52-455-4523,1000,27,nuevo,,12/28/2019,Miguel
Sherline Tanton,75-223-4468,3500,60,renovacion,1,10/22/2019,Jorge
Barrie Weadick,39-957-2862,3000,27,nuevo,1,4/8/2021,Belen
Arabela Sloss,95-309-2284,3500,13,renovacion,1,7/22/2020,Aketzali
Catie Boler,28-701-7226,2000,60,renovacion,1,8/12/2020,Belen
Bliss Biskup,20-187-6956,2000,60,reestructutacion,,3/24/2022,Efraín
Dawn Frostdyke,70-257-0538,1000,60,reestructutacion,1,9/22/2020,Monica
Amy Sumpter,69-185-6696,3500,40,nuevo,1,2/8/2022,Belen
Maude Bote,05-814-3143,1500,13,reestructutacion,1,2/13/2022,Mitchel
Verge Sneezum,28-766-9242,5500,60,renovacion,1,6/13/2020,Fabiola
Nial Thome,08-045-3092,6000,60,nuevo,1,1/14/2022,Sandra
Vonni Botton,53-428-3544,1000,13,reestructutacion,1,9/17/2019,Anthony
Falkner Caddan,63-633-3116,5500,40,renovacion,1,3/4/2020,Dulce
Bryanty Furby,56-242-0858,2000,40,renovacion,1,6/9/2021,Juan
Rosamund Forrestall,20-967-5439,4000,13,reestructutacion,1,10/17/2021,Monica
Alaster Gentner,84-127-0529,4500,60,renovacion,1,9/9/2019,Alvaro
Merrily Hatwells,94-114-0723,2500,40,renovacion,1,7/29/2020,Ismael
Kinnie Cromb,31-275-8913,3500,27,renovacion,1,9/2/2020,Perla
Brook Walsh,97-973-6849,3500,60,renovacion,1,3/15/2021,Fabiola
Carolann Ghion,65-692-6565,5000,13,reestructutacion,1,1/25/2021,Dulce
Blanche Grocott,36-031-5769,2500,13,reestructutacion,1,8/16/2019,Felipe
Jedediah Breache,92-735-6452,1000,13,renovacion,1,11/18/2019,Horacio
Athena Housego,31-235-2886,4000,40,reestructutacion,1,12/1/2019,Juan
Fidela Server,19-027-6353,2000,40,reestructutacion,,2/21/2021,Daniel
Ashton Cocks,57-391-6840,2000,13,nuevo,,2/24/2020,Monica
Theressa Graser,81-428-9329,3000,60,nuevo,1,2/18/2021,Jorge
Allianora Rowland,25-237-9813,5000,40,nuevo,1,6/6/2020,Jorge
Garnette Schubart,01-428-3444,2500,60,renovacion,,12/23/2021,Heber
Abramo Inott,34-794-3264,4000,27,reestructutacion,1,12/15/2021,Natali
Veronica Jeskin,12-314-5505,4000,27,reestructutacion,,8/28/2020,Alvaro
Marianna Colthard,26-169-5413,3500,13,nuevo,1,9/7/2020,Monserrat
Bar Evett,36-643-3658,1000,60,renovacion,1,9/28/2021,Jorge
Fredi Bashford,47-375-3290,5500,27,renovacion,,9/12/2020,Monica
Ludvig Roslen,05-607-5593,4500,13,nuevo,1,3/15/2021,Horacio
Lovell Iddons,57-469-1175,1000,27,nuevo,1,1/19/2021,Fanny
Rik Stuchberry,95-691-3189,4500,60,reestructutacion,1,10/28/2021,Anthony
Chet Lowthian,19-527-4025,4500,40,reestructutacion,,3/15/2022,Blas
Mariann Yerson,75-903-8673,4500,40,reestructutacion,1,9/21/2020,Monserrat
Elvin Amor,57-685-4437,6000,13,nuevo,1,9/2/2020,Natali
Adolphe Juschka,07-763-4699,4500,13,nuevo,1,1/21/2022,Francisco
Joni Kilborn,16-619-1251,5500,13,nuevo,,5/24/2020,Monserrat
Cordie Deppe,50-312-1716,3000,13,renovacion,1,1/22/2020,Natali
Melony Admans,28-928-4636,3500,13,nuevo,1,2/16/2022,Cristobal
Lilias Devey,91-754-6968,1500,60,renovacion,,12/1/2019,Juan
Benedicta Wolver,90-392-6237,4000,40,renovacion,1,12/27/2021,Ismael
Normy Bucklee,24-023-0678,4500,27,renovacion,1,6/6/2019,Mitchel
Herby Carabet,53-723-7382,5000,13,nuevo,,4/27/2021,Mitchel
Chester Keyworth,24-485-2529,4000,60,nuevo,1,2/1/2022,Saul
West McQuillan,81-688-3001,5500,27,renovacion,1,7/29/2021,Perla
Jacinta Lathbury,32-643-9025,5000,40,reestructutacion,1,11/16/2019,Mitchel
Bogey Ree,94-242-5983,5500,27,nuevo,1,1/21/2020,Blas
Freddy Budnik,60-356-5429,1000,40,nuevo,1,1/6/2022,Monserrat
Aretha Jandl,90-089-1814,5000,60,renovacion,1,7/5/2019,Felipe
Anallise Pestor,68-890-1928,3500,60,renovacion,1,3/8/2022,Rafael
Trescha Doumerc,23-590-3185,3000,60,reestructutacion,1,5/8/2021,Fabiola
Charmion Yitzhok,83-797-6202,4500,27,renovacion,1,1/20/2020,Natali
Marin Estabrook,96-777-6878,1500,13,renovacion,1,6/22/2019,Rosa
Margarete De Lasci,17-986-0504,1500,13,nuevo,1,11/9/2021,Saul
Noellyn Dillingston,24-431-3252,3000,40,reestructutacion,1,7/7/2020,Monica
Matthaeus Youthed,27-018-5544,1500,60,nuevo,1,5/4/2019,Jose
Terry Spittles,24-153-0984,6000,13,nuevo,,12/17/2021,Jose
Yetty Seyers,81-060-8882,1000,60,reestructutacion,,11/28/2021,Cristobal
Cherlyn Ors,65-903-3216,5000,40,reestructutacion,1,1/6/2022,Cristobal
Brandea Kamenar,89-315-6670,4000,27,renovacion,1,1/30/2021,Fabiola
Delia Morde,30-964-6293,4000,60,renovacion,,5/8/2019,Fabiola
Melisandra Pochin,53-868-4592,6000,60,nuevo,1,4/26/2019,Monica
Loydie Southan,90-995-6436,2500,60,reestructutacion,,5/10/2021,Jorge
Erhart Cavey,00-267-4403,5500,40,renovacion,,7/3/2020,Felipe
Jammie Tollemache,57-969-8281,5000,40,nuevo,1,12/28/2021,Perla
Nate Domek,12-342-0110,1000,40,reestructutacion,1,1/31/2022,Jorge
Lucia Thurner,96-672-0218,2000,27,renovacion,1,1/27/2022,
Brande Ference,78-231-3096,6000,27,nuevo,1,9/26/2019,Monserrat
Gran Casone,08-017-9912,5500,60,nuevo,1,3/6/2022,Daniel
Elwyn Barday,38-460-8449,4500,60,nuevo,1,2/5/2022,Horacio
Farra Renehan,09-079-6196,1000,27,nuevo,1,1/23/2022,Miguel
Meredith Indge,58-240-1679,6000,40,reestructutacion,1,7/15/2019,Noa
Bartholemy McAlpine,46-133-9561,4000,40,reestructutacion,1,1/29/2020,Blas
Nicky Giroldi,14-034-6389,4000,60,reestructutacion,1,7/6/2020,Cristobal
Conny Kalberer,91-679-7120,1000,60,renovacion,1,3/5/2020,Perla
Milly Demke,79-218-9162,4000,27,renovacion,1,7/15/2020,Heber
Jeth Kentwell,27-179-1711,3500,60,nuevo,,12/6/2021,Heber
Martyn Epinoy,89-520-4077,5500,13,nuevo,,5/22/2021,Monica
Cody Scartifield,49-445-6806,1500,27,nuevo,1,3/27/2020,Heber
Rowen Derdes,04-381-8879,3000,60,nuevo,1,7/14/2020,Blas
Violetta Alden,71-225-1597,3500,13,renovacion,,1/20/2020,Anthony
Becki Sterzaker,45-128-8874,4000,13,nuevo,1,3/25/2022,
Jeni Van Geffen,89-577-0727,2000,27,renovacion,1,6/28/2020,Efraín
Arron Mangenot,68-288-1284,5500,60,nuevo,1,8/21/2019,Belen
Gib Infantino,91-099-5111,2500,27,reestructutacion,1,10/1/2019,Mitchel
Anetta Haggus,33-173-6641,4500,27,reestructutacion,1,3/19/2020,Miguel
Madeleine Labadini,74-728-5999,4500,60,reestructutacion,1,6/2/2019,Fabiola
Idette Persian,03-730-8961,2000,40,renovacion,1,7/25/2021,Ismael
Beth Hattiff,97-327-0002,3000,27,nuevo,1,7/6/2021,Perla
Tonya Dell Casa,74-201-7222,4500,60,nuevo,,10/17/2020,Fabiola
Casandra Mogg,32-991-2764,3500,27,nuevo,,11/6/2021,Saul
Gran Hugle,30-028-8918,1500,40,renovacion,,5/25/2021,Noa
Mahalia Cleyburn,29-228-8148,4500,13,renovacion,1,10/17/2021,Anthony
Mariana Petri,21-039-0701,1500,60,renovacion,1,7/2/2019,
Cristina Ouldcott,42-451-0264,2000,40,reestructutacion,1,9/7/2021,Fanny
Tess Clarage,02-435-4958,1500,13,nuevo,1,8/12/2021,Efraín
Billy Cotta,89-179-4506,6000,60,reestructutacion,1,12/26/2019,Francisco
Hally Malacrida,96-022-4253,5500,27,reestructutacion,1,2/9/2020,Sandra
Olive Vigar,82-710-0621,6000,60,reestructutacion,1,9/13/2021,
Cristian Noades,08-412-5920,5000,13,renovacion,,12/20/2020,Fabiola
Madella Gallemore,09-354-4640,1500,60,reestructutacion,1,6/30/2021,Francisco
Bernhard Brimming,81-669-8363,3500,13,nuevo,,4/18/2021,Fabiola
Cymbre Bendon,30-836-7709,1500,13,nuevo,1,3/21/2020,Blas
Lotta Bellis,20-682-7791,3000,27,nuevo,1,6/11/2020,Grisel
Foster Gerold,97-772-0077,5500,13,renovacion,1,2/2/2020,Monica
Rachael Thews,90-320-9264,6000,13,nuevo,,9/4/2020,Perla
Hermy Reveland,44-686-6763,2000,60,nuevo,1,8/18/2021,Luis
Gene Sherebrooke,82-627-9096,4500,27,renovacion,1,2/14/2022,Miguel
Bobbi Prestage,48-450-9292,2500,27,nuevo,,6/18/2020,Anthony
Nertie Swateridge,54-795-9384,4000,60,nuevo,1,11/14/2021,Francisco
Ryann Mottershaw,92-482-6377,1500,27,reestructutacion,1,9/4/2021,Fanny
Koral Terney,55-380-7902,1500,40,renovacion,1,5/17/2020,Rafael
Myrvyn Baford,92-396-1344,1500,60,reestructutacion,,7/21/2020,Blas
Earvin Chudleigh,54-505-4096,1000,13,reestructutacion,,5/24/2020,Monica
Damiano Crandon,73-232-7287,2000,27,renovacion,1,10/12/2019,Juan
Reeba Grievson,19-505-4169,3000,13,reestructutacion,1,3/19/2020,Cristobal
Charity Marqyes,52-890-9040,5500,40,nuevo,1,3/28/2020,Francisco
Terrell Dugget,34-947-1749,1500,60,renovacion,1,7/26/2020,Daniel
Eugenie Phizaclea,92-320-6832,2000,40,reestructutacion,,6/25/2019,Sandra
Giffie Lages,91-004-4924,1500,27,nuevo,1,4/17/2019,Jorge
Smith Kirkham,99-936-4899,2500,27,renovacion,,2/25/2022,Fabiola
Blane Copestick,93-721-9378,6000,60,renovacion,1,10/31/2021,Cristobal
Shannon Errichi,98-905-8688,6000,40,reestructutacion,1,1/1/2022,Fabiola
Blinni Garrow,43-115-9896,1000,13,renovacion,1,12/17/2019,Monica
Laina Sambath,14-674-5110,1500,60,reestructutacion,1,8/11/2020,Rosa
Florella Lidgley,01-752-9091,4500,13,reestructutacion,1,5/6/2019,Francisco
Marian Crumly,05-106-2949,3500,27,renovacion,1,4/5/2020,Efraín
Jaime Gumn,16-932-6277,5500,60,renovacion,,4/9/2022,Jose
Minor Phear,86-901-8455,5500,13,nuevo,,2/18/2022,Francisco
Ellswerth Whytock,57-029-8973,3000,13,renovacion,1,5/13/2019,Juan
Lolita Pawelski,76-404-5238,5500,60,renovacion,,11/1/2020,Aketzali
Deny Faraday,49-111-9050,4500,13,nuevo,1,7/5/2019,Daniel
Bertie Troyes,91-598-4633,4000,40,nuevo,1,3/22/2021,Fanny
Dana Meadley,08-008-1516,1500,40,renovacion,1,10/7/2019,Aketzali
Cherrita McCart,43-848-8829,3000,13,renovacion,1,2/24/2021,Fanny
Huberto Rogliero,47-503-6712,3000,60,renovacion,,1/1/2021,Monserrat
Theresita Greguol,25-146-2962,5500,60,renovacion,,9/28/2020,Belen
Eddie Theriot,95-351-2723,3000,13,reestructutacion,1,9/3/2019,Horacio
Fin Badby,02-510-9712,2500,40,nuevo,,11/8/2021,Cristobal
Jannelle Emmitt,55-592-4041,4500,27,reestructutacion,1,8/27/2020,
Yank MacMillan,54-088-7385,6000,40,reestructutacion,1,4/27/2020,Blas
Frankie Dust,09-492-6839,1500,27,renovacion,,3/14/2020,Natali
Ketty Ouldcott,03-337-8285,1000,40,nuevo,1,4/9/2022,Noa
Dawn Ockwell,90-689-4494,3500,13,nuevo,1,10/11/2019,Monserrat
Northrop Rye,93-719-0091,3000,13,renovacion,,5/18/2020,Sandra
Missie Lummasana,33-643-3934,1000,13,reestructutacion,1,7/19/2020,Luis
Bord Faircliff,12-114-8284,2000,13,nuevo,1,4/1/2020,Belen
Hedvige Livezey,47-597-2892,1500,13,nuevo,1,6/8/2020,Natali
Andre Koppelmann,48-452-0025,1500,40,renovacion,1,1/1/2021,Daniel
Jannelle Blockley,11-643-1302,1500,40,nuevo,1,5/15/2020,Daniel
Heather McSpirron,77-821-1454,3500,13,reestructutacion,1,6/13/2021,Monserrat
Kameko Di Maria,72-820-1054,4500,27,renovacion,,6/4/2019,Anthony
Pansy Speechley,09-019-5151,3500,27,nuevo,,3/20/2020,Aketzali
Fergus Accomb,08-096-4620,4500,13,reestructutacion,1,4/12/2021,Fabiola
Leilah Peizer,16-731-2645,1000,40,reestructutacion,,3/11/2021,Luis
Theadora Izaks,86-058-8243,3500,40,renovacion,1,9/14/2019,Belen
Blakeley Macoun,60-787-3724,4000,40,nuevo,1,11/18/2021,Miguel
Nessi Ricks,40-535-3910,3500,27,renovacion,,6/19/2021,Anthony
Pearl Baud,43-502-6450,2500,60,renovacion,1,11/20/2019,Efraín
Betti Bedlington,00-153-5510,1000,13,nuevo,1,11/29/2020,Mitchel
Estella Handke,32-834-1876,6000,27,renovacion,,2/16/2022,Rosa
Kassie Greenhow,94-506-3961,2000,60,reestructutacion,1,5/28/2020,Monica
Ivor Mignot,38-098-6847,2500,27,renovacion,1,1/19/2021,Sandra
Trista Quarry,79-015-3309,2000,60,renovacion,,12/25/2020,Natali
Janaye Squirrel,71-786-8089,1000,27,nuevo,,8/5/2021,Sandra
Sheela Clemetts,54-160-2168,1500,13,renovacion,1,3/17/2021,Belen
Cordelie Pearse,56-454-2375,6000,40,reestructutacion,,11/16/2019,Jose
Laird Couzens,61-162-8590,5500,40,reestructutacion,1,1/28/2020,Jose
Sunny Fautley,80-574-0756,3000,13,renovacion,1,12/6/2019,Luis
Dolf Chalder,75-035-2897,2000,60,reestructutacion,1,2/12/2021,Fanny
Dunc Ruller,49-394-8401,5500,27,nuevo,1,7/4/2019,Ismael
Reggi Mayman,20-738-9842,4500,13,nuevo,1,8/21/2020,Jorge
Haslett Maiden,89-314-2778,6000,13,renovacion,1,9/7/2021,Daniel
Luke Hunnable,95-065-0248,3000,60,nuevo,1,3/18/2021,Monica
Marjory Jozwiak,17-661-2960,4000,27,nuevo,1,12/30/2021,Sandra
Angelo Roseburgh,62-622-6581,2000,60,reestructutacion,1,4/25/2019,Mitchel
Hadley Bennough,29-183-5931,2500,40,renovacion,1,2/21/2021,Belen
Chicky Eldred,73-014-8929,3000,13,reestructutacion,1,6/16/2020,Jose
Car Casswell,55-168-2311,4500,27,renovacion,1,6/25/2020,Dulce
Caitrin Shortall,81-649-0462,2000,27,reestructutacion,,5/10/2020,Saul
Katharina Burges,61-666-2329,1000,13,renovacion,1,1/3/2021,Heber
Ilaire Teodorski,63-677-8261,5500,40,reestructutacion,1,12/6/2019,Jorge
Carmina Bleasdille,56-482-3221,4500,13,renovacion,1,2/22/2020,Monserrat
Constance Giottini,07-874-2345,2000,60,nuevo,1,12/14/2021,Saul
Inglebert Eusden,89-979-9184,4500,40,nuevo,1,8/22/2020,Sandra
Erena Cosyns,53-021-9464,2500,40,reestructutacion,1,2/22/2021,Grisel
Bekki Wear,88-682-4409,5000,40,nuevo,1,4/3/2020,Noa
Prue MacKnocker,20-554-2346,1000,40,renovacion,1,8/9/2019,Anthony
Kizzie Braid,06-777-4973,3500,13,renovacion,,5/1/2021,Monica
Elysha Westrope,75-864-3977,4000,13,nuevo,,9/20/2019,Sandra
Des Brislan,34-584-0373,5000,40,renovacion,1,10/10/2019,Perla
Deedee Renak,10-653-6985,1000,27,reestructutacion,1,9/28/2021,Juan
Pearl Hubatsch,65-499-2469,6000,60,renovacion,,2/16/2021,Daniel
Salvidor Berthomier,93-996-7647,6000,13,nuevo,,3/1/2022,Fanny
Arlan Palombi,26-317-5814,3000,13,renovacion,1,7/24/2020,Ángel
Bobbye Ickovic,16-149-2424,1500,40,renovacion,1,1/26/2022,Ismael
Alvie Rousby,49-719-8808,2500,60,reestructutacion,1,11/13/2021,Monica
Greer Storry,08-634-4734,1000,60,nuevo,1,8/13/2021,Blas
Jsandye Coath,95-083-2745,2000,27,nuevo,1,5/5/2019,Monserrat
Josey Plumridege,53-392-0599,1000,13,renovacion,1,4/3/2022,Juan
Thelma Smy,57-296-8628,2000,13,renovacion,1,11/14/2021,Cristobal
Nananne Rama,52-789-9449,1500,27,renovacion,1,5/4/2020,Noa
Kara Joll,88-813-0281,2500,27,reestructutacion,1,10/29/2019,Ángel
Hall Mullenger,34-898-7185,1500,60,renovacion,1,7/16/2019,
Elenore Thynne,74-947-2063,5500,60,nuevo,,9/17/2019,Felipe
Dasie Anthona,11-480-7606,1000,40,nuevo,1,7/4/2021,Natali
Antonella Glazier,12-262-5260,4500,27,reestructutacion,1,6/7/2021,Aketzali
Davidson Seviour,60-358-5831,4500,40,nuevo,,1/25/2022,Fabiola
Tamqrah Scrace,22-075-8621,1500,60,renovacion,,8/28/2020,Cristobal
Derick Widdowson,29-349-7973,6000,60,reestructutacion,1,12/3/2021,Ángel
Carey Halshaw,18-806-4414,2500,27,renovacion,1,7/17/2021,Daniel
Josh Lorait,34-008-6492,3000,27,reestructutacion,1,1/13/2020,Blas
Cointon Broscombe,34-134-3630,2500,27,nuevo,,7/19/2019,Dulce
Marlon Dovinson,84-077-0756,4500,13,nuevo,,3/23/2020,Aketzali
Filbert Escoffier,71-333-5065,3000,60,nuevo,1,1/26/2021,Natali
Sherill Measen,12-903-3154,4500,13,renovacion,,3/18/2020,Miguel
Harlan Willatts,46-562-8220,2000,60,renovacion,,11/12/2019,
Merline Kubas,27-402-5351,6000,13,renovacion,1,11/14/2020,Natali
Priscella May,79-841-6158,4000,60,nuevo,1,8/20/2021,Juan
Tabitha Fumagallo,86-755-8099,4000,13,reestructutacion,,1/31/2022,Ismael
Angeline Lamplugh,13-544-6813,6000,60,reestructutacion,1,10/9/2019,Perla
Jordan Coomes,78-288-3826,3000,40,renovacion,,4/19/2019,Luis
Reynard Jupp,60-447-4556,3500,27,renovacion,,7/17/2020,Grisel
Lenci Pastor,13-359-0465,5000,60,reestructutacion,1,11/30/2021,Anthony
Tootsie Ibel,76-797-1669,2500,60,reestructutacion,,3/21/2022,Jorge
Skelly Groocock,31-847-7711,2500,27,renovacion,1,12/15/2020,Aketzali
Michail Fidgin,73-807-4439,4000,27,renovacion,1,3/17/2021,Francisco
Cart Winpenny,73-377-3110,4500,13,reestructutacion,,9/5/2020,Heber
Christye Tother,80-148-6733,5500,60,reestructutacion,1,2/2/2021,Blas
Genovera Gundry,59-026-7369,3500,60,nuevo,1,11/17/2019,Ángel
Benita Phoenix,31-675-8623,6000,60,nuevo,1,7/3/2021,Saul
Bibby Spadeck,94-842-5958,2000,40,reestructutacion,1,8/3/2021,Daniel
Munroe Gensavage,56-881-6353,2000,13,reestructutacion,1,11/5/2021,Sandra
Colleen Trowsdall,48-283-1144,5000,40,renovacion,1,12/9/2019,Aketzali
Cyndia Savage,53-651-5313,1000,13,reestructutacion,,12/5/2021,Grisel
Elliott Forseith,27-078-8785,4500,60,reestructutacion,1,9/30/2019,Fanny
Anderea Pechard,58-534-2372,6000,60,reestructutacion,,1/26/2022,Daniel
Cherie Seed,85-475-7037,2000,13,reestructutacion,1,1/22/2021,Belen
Tadeo McGlashan,65-362-4769,3500,13,nuevo,,11/7/2020,Francisco
Charin Pembry,59-617-4355,1500,40,reestructutacion,1,11/24/2019,Aketzali
Jaime Malloy,06-883-2537,1500,60,reestructutacion,1,12/22/2021,Ángel
Honor Gilbertson,52-661-3411,2500,13,renovacion,1,12/3/2019,Anthony
Doris Fradson,20-795-2950,5000,40,nuevo,1,7/3/2020,Ismael
Davin Asson,81-127-7192,4000,60,nuevo,,2/10/2020,Aketzali
Brew James,85-016-2643,1500,60,nuevo,1,8/19/2020,Sandra
Nathaniel Flannigan,49-632-8277,4000,40,nuevo,,11/2/2019,Heber
Sylvester Chainey,29-570-3180,5000,13,renovacion,1,8/11/2020,Mitchel
Ronalda Hatt,21-958-0396,5000,27,reestructutacion,1,3/14/2022,Belen
Julietta Mickelwright,08-407-9687,3000,13,renovacion,1,1/25/2021,Mitchel
Delilah Paddie,25-979-5902,6000,60,nuevo,1,3/4/2021,Grisel
Barbette Fontin,79-538-2372,3500,13,renovacion,1,9/22/2019,Horacio
Yves Muscott,20-703-3881,2000,27,reestructutacion,1,9/13/2021,Francisco
Leanor Wastall,45-957-7822,5500,60,reestructutacion,1,8/18/2019,Cristobal
Nicolle Thackham,27-498-1615,5000,40,renovacion,1,6/29/2019,Felipe
Elenore Sterling,74-980-5012,2500,13,renovacion,,8/4/2019,Monica
Brinna Bunford,85-677-7499,5000,60,renovacion,,1/20/2021,Luis
Damiano Ferruzzi,83-405-6925,1000,60,renovacion,1,1/2/2022,Jose
Parnell Winckles,03-159-7394,1000,60,nuevo,1,10/25/2019,Fabiola
Frasquito Label,41-513-2169,6000,27,nuevo,,11/13/2019,Mitchel
Valma Hamill,15-465-6343,1500,40,reestructutacion,1,9/9/2019,Perla
Axe Tyer,13-136-5596,2000,40,renovacion,1,12/22/2020,Juan
Sybyl Musk,60-011-9625,1000,60,renovacion,1,11/13/2020,Sandra
Rowe Tollet,42-867-1133,5000,13,renovacion,1,11/17/2020,Natali
Jacklin Dorgan,79-323-1818,4000,13,reestructutacion,1,2/8/2022,Noa
Diena Andries,60-232-4636,1000,27,renovacion,1,12/18/2021,Monserrat
Cam Leathard,53-477-3012,2500,40,nuevo,1,7/10/2020,Mitchel
Marya Blackborne,19-263-0887,5000,13,renovacion,,6/17/2019,Monserrat
Kerwinn Ortmann,16-942-6460,2000,60,nuevo,,9/30/2020,Dulce
Kevyn Boyfield,53-089-1648,4500,40,nuevo,,2/4/2022,Francisco
Erny Rumbellow,85-176-5763,3000,60,renovacion,1,1/9/2020,Belen
Josh Hannis,49-577-4450,5000,13,reestructutacion,1,2/16/2021,Juan
Petronella Willson,27-771-1716,2000,40,reestructutacion,1,9/15/2020,Dulce
Katheryn Southworth,76-604-4127,4000,60,renovacion,,4/10/2022,Fabiola
Donni Thoumasson,53-006-5752,2000,27,renovacion,1,8/10/2020,Saul
Laverne Muddimer,17-317-3540,5000,27,reestructutacion,1,1/28/2021,Fanny
Zacharias Stennine,16-415-4933,4500,27,renovacion,1,5/18/2019,Efraín
Brice Figures,01-317-0444,3000,60,nuevo,1,5/14/2020,Rafael
Lind Ayerst,47-994-3030,6000,60,reestructutacion,1,4/28/2020,Fabiola
Cornie Langrish,60-041-4658,4000,27,reestructutacion,1,1/28/2021,Belen
Eadie Kohlerman,39-681-6322,1500,13,reestructutacion,1,6/27/2020,Mitchel
Katrina Hefferan,57-243-9274,2500,40,reestructutacion,1,4/26/2019,Belen
Karena Pegler,33-559-3090,5000,27,reestructutacion,,7/17/2019,
Cyrille McMoyer,52-688-2603,5000,60,renovacion,1,1/18/2020,Daniel
Nev Haet,27-568-3576,1000,13,reestructutacion,1,2/16/2022,Sandra
Corney Yarnton,67-812-3508,5000,13,renovacion,,7/14/2021,Jorge
Tulley Hinstock,70-795-1011,4000,60,reestructutacion,,5/8/2020,Francisco
Duke Greves,43-827-4451,6000,27,renovacion,1,7/9/2021,Jose
Hanna Jindrak,30-883-3620,1500,40,renovacion,1,10/24/2020,
Jordanna Fawdry,54-218-8885,1000,60,renovacion,1,2/12/2021,Mitchel
Theressa Howsam,29-795-8673,5000,27,reestructutacion,,11/21/2019,Monserrat
Collie Shildrick,18-059-3928,5500,40,renovacion,1,5/21/2019,Heber
Marcelle Bretton,00-463-7075,3500,40,nuevo,1,3/16/2022,Miguel
Billy Jewiss,67-335-4193,5000,27,nuevo,1,7/24/2019,Horacio
Jennica Dobbings,30-901-0896,3500,13,reestructutacion,1,4/6/2022,Blas
Bard Gallard,80-039-9607,3500,60,reestructutacion,1,7/25/2019,Perla
Henrie Ingraham,98-894-7049,1000,27,reestructutacion,1,5/21/2020,Ismael
Aubine Penreth,59-060-4008,4000,60,renovacion,1,1/17/2021,Anthony
Marie-jeanne Madgewick,14-806-1975,5500,13,nuevo,1,7/9/2021,Fabiola
Franchot Isakovitch,17-755-0457,4000,60,nuevo,1,4/15/2022,Blas
Pyotr Hazelton,01-567-4965,3000,40,nuevo,1,4/25/2019,Rafael
Stefanie Brydson,44-662-0723,4000,27,nuevo,1,2/25/2021,Rosa
Findlay Schreiner,16-350-2830,1500,27,renovacion,,3/9/2022,Francisco
Koressa Frankel,94-050-7338,1000,40,nuevo,1,5/20/2020,Fanny
Dulce Stuther,09-853-5530,5000,60,nuevo,1,5/25/2019,Aketzali
Padriac O'Crowley,18-130-5824,3500,13,nuevo,,5/20/2019,Perla
Mychal Sixsmith,49-689-2330,1500,40,renovacion,1,9/29/2019,Ismael
Fernande Parmby,76-962-4145,5500,13,reestructutacion,1,3/6/2022,Monserrat
Iggy Mullins,87-451-1796,4000,60,renovacion,1,3/6/2020,Mitchel
Charley Stead,77-792-7687,2000,13,nuevo,,1/2/2020,Ismael
Bryana Ayshford,79-276-1432,1500,40,renovacion,1,12/31/2021,Jorge
Britta Suddards,16-945-7808,4500,27,nuevo,1,8/21/2020,Noa
Kristal Brosi,86-626-7535,3000,27,nuevo,,9/2/2020,Cristobal
Norby Welfare,00-140-6280,6000,27,nuevo,1,12/2/2019,Efraín
Corene Derycot,72-113-6873,4500,13,renovacion,1,10/10/2019,Monica
Jena Seedull,05-064-5078,4500,27,reestructutacion,1,6/24/2019,Ismael
Trude Rame,44-094-4572,6000,27,reestructutacion,,5/19/2021,Francisco
